-0.214824,0.662756,-1
-0.061569,-0.091875,1
0.406933,0.648055,-1
0.22365,0.130142,1
0.231317,0.766906,-1
-0.7488,-0.531637,-1
-0.557789,0.375797,-1
0.207123,-0.019463,1
0.286462,0.71947,-1
0.1953,-0.179039,1
-0.152696,-0.15303,1
0.384471,0.653336,-1
-0.11728,-0.153217,1
-0.238076,0.000583,1
-0.413576,0.145681,1
0.490767,-0.680029,-1
0.199894,-0.199381,1
-0.356048,0.53796,-1
-0.392868,-0.125261,1
0.353588,-0.070617,1
0.020984,0.92572,-1
-0.475167,-0.346247,-1
0.074952,0.042783,1
0.394164,-0.058217,1
0.663418,0.436525,-1
0.402158,0.577744,-1
-0.449349,-0.038074,1
0.61908,-0.088188,-1
0.268066,-0.071621,1
-0.015165,0.359326,1
0.539368,-0.374972,-1
-0.319153,0.629673,-1
0.694424,0.64118,-1
0.079522,0.193198,1
0.253289,-0.285861,1
-0.035558,-0.010086,1
-0.403483,0.474466,-1
-0.034312,0.995685,-1
-0.590657,0.438051,-1
-0.098871,-0.023953,1
-0.250001,0.141621,1
-0.012998,0.525985,-1
0.153738,0.491531,-1
0.388215,-0.656567,-1
0.049008,0.013499,1
0.068286,0.392741,1
0.7478,-0.06663,-1
0.004621,-0.042932,1
-0.7016,0.190983,-1
0.055413,-0.02438,1
0.035398,-0.333682,1
0.211795,0.024689,1
-0.045677,0.172907,1
0.595222,0.20957,-1
0.229465,0.250409,1
-0.089293,0.068198,1
0.3843,-0.17657,1
0.834912,-0.110321,-1
-0.307768,0.503038,-1
-0.777063,-0.348066,-1
0.01739,0.152441,1
-0.293382,-0.139778,1
-0.203272,0.286855,1
0.957812,-0.152444,-1
0.004609,-0.070617,1
-0.755431,0.096711,-1
-0.526487,0.547282,-1
-0.246873,0.833713,-1
0.185639,-0.066162,1
0.851934,0.456603,-1
-0.827912,0.117122,-1
0.233512,-0.106274,1
0.583671,-0.709033,-1
-0.487023,0.62514,-1
-0.448939,0.176725,1
0.155907,-0.166371,1
0.334204,0.381237,-1
0.081536,-0.106212,1
0.227222,0.527437,-1
0.75929,0.33072,-1
0.204177,-0.023516,1
0.577939,0.403784,-1
-0.568534,0.442948,-1
-0.01152,0.021165,1
0.87572,0.422476,-1
0.297885,-0.632874,-1
-0.015821,0.031226,1
0.541359,-0.205969,-1
-0.689946,-0.508674,-1
-0.343049,0.841653,-1
0.523902,-0.436156,-1
0.249281,-0.71184,-1
0.193449,0.574598,-1
-0.257542,-0.753885,-1
-0.021605,0.15808,1
0.601559,-0.727041,-1
-0.791603,0.095651,-1
-0.908298,-0.053376,-1
0.12202,0.850966,-1
-0.725568,-0.292022,-1
